days_since_last_purchase,purchase_frequency,avg_session_duration_min,cart_abandonment_rate,total_spend_usd,num_support_tickets,pages_per_session,discount_usage_rate,email_open_rate,preferred_device,membership_tier,churned
12,14,22.1,0.161,464.47,0,12.7,0.209,0.893,tablet,platinum,0
2,0,4.6,0.495,18.96,0,3.6,0.592,0.291,mobile,bronze,0
127,0,0.5,0.555,42.77,3,2.1,0.465,0.229,desktop,bronze,1
122,4,8.1,0.101,56.62,0,1.6,0.108,0.535,mobile,bronze,0
1,8,8.7,0.372,209.88,1,11.6,0.291,0.446,desktop,gold,1
2,5,22.6,0.237,1229.73,0,16.7,0.037,0.729,mobile,gold,0
14,1,,0.884,10.24,2,3.3,0.335,0.048,mobile,silver,1
58,5,3.9,0.496,38.88,0,4.9,0.317,0.24,mobile,bronze,1
28,0,2.5,0.834,0.02,4,1.0,0.894,0.049,mobile,bronze,0
40,4,11.3,0.139,625.26,0,10.3,0.069,0.374,desktop,gold,0
286,0,1.8,0.346,89.67,1,1.1,0.55,0.114,mobile,silver,1
103,2,2.7,0.628,155.83,0,,0.18,0.24,mobile,silver,0
73,8,16.3,0.428,158.03,0,13.0,0.131,0.424,mobile,gold,1
1,5,21.7,0.463,857.21,2,13.8,0.231,0.69,mobile,silver,1
12,1,1.3,0.524,154.88,4,4.0,0.828,0.103,desktop,bronze,1
9,5,19.2,0.224,201.41,0,20.9,0.299,0.631,tablet,gold,0
1,7,16.0,0.164,312.15,0,10.4,0.419,0.432,desktop,gold,1
19,2,9.0,0.334,151.72,0,8.6,0.457,0.203,tablet,gold,0
25,3,5.5,0.714,98.65,0,7.4,0.765,0.741,desktop,bronze,1
35,1,3.6,0.965,9.97,1,4.2,0.804,0.076,mobile,bronze,0
3,5,16.2,0.439,136.63,0,,0.037,0.664,mobile,silver,0
4,0,1.7,0.534,150.11,4,3.7,0.332,0.46,mobile,silver,0
16,7,15.1,0.035,1702.21,1,13.1,0.178,0.765,desktop,silver,1
71,2,3.2,0.567,43.6,3,2.0,0.533,0.475,mobile,bronze,0
26,8,,0.613,394.84,0,9.4,0.088,0.715,mobile,silver,0
3,12,10.7,0.114,380.05,2,8.7,0.194,0.457,mobile,silver,0
63,5,21.4,0.338,276.23,0,11.3,0.304,0.877,desktop,silver,0
20,4,,0.041,786.84,0,14.1,0.37,0.481,desktop,bronze,0
37,7,21.7,0.076,1168.11,0,11.4,0.572,0.708,mobile,silver,0
15,10,19.0,0.029,,0,8.8,0.184,0.551,desktop,silver,0
73,0,2.8,0.745,22.66,2,3.0,0.44,0.212,mobile,bronze,1
75,7,21.6,0.201,1593.96,0,14.1,0.183,0.944,mobile,silver,0
82,1,1.2,0.576,325.22,5,2.5,0.465,0.29,mobile,bronze,1
40,10,,0.071,200.3,0,9.8,0.28,0.571,mobile,platinum,0
61,6,18.7,0.479,760.31,0,11.7,0.163,0.94,desktop,gold,0
22,7,18.2,0.131,794.28,0,14.7,0.374,,desktop,gold,0
31,2,0.8,0.662,0.26,3,1.0,0.483,0.075,tablet,bronze,0
1,6,17.6,0.053,883.12,0,14.0,0.115,0.4,desktop,bronze,0
36,2,11.0,0.487,163.63,0,4.6,0.293,,desktop,gold,1
4,10,10.6,0.249,424.96,0,13.0,0.234,0.671,desktop,silver,1
4,4,15.8,0.098,156.21,2,13.5,0.049,0.867,mobile,silver,1
5,10,14.3,0.096,319.91,0,17.7,0.397,0.611,mobile,platinum,1
52,1,2.3,0.49,2.94,2,3.8,0.871,0.321,mobile,bronze,0
8,6,21.2,0.052,180.44,1,13.5,0.233,0.58,desktop,silver,0
10,7,12.2,,,2,17.1,0.567,0.319,desktop,bronze,1
13,0,0.7,0.52,1.51,2,5.9,0.906,0.007,mobile,silver,1
189,0,3.6,0.893,16.25,3,2.6,0.197,0.093,desktop,silver,1
12,0,4.6,0.785,27.26,1,1.0,0.634,0.349,mobile,silver,0
15,13,13.6,0.182,,1,10.5,0.215,0.916,mobile,bronze,0
72,3,3.9,0.549,60.92,1,3.9,0.368,0.716,tablet,gold,0
51,0,2.5,0.808,5.17,3,2.2,0.607,0.209,mobile,silver,1
35,8,19.0,0.117,215.44,1,17.5,0.057,0.97,mobile,platinum,0
365,1,2.8,0.58,48.97,2,4.7,0.573,0.194,mobile,bronze,0
128,3,9.7,0.292,19.42,1,3.3,0.154,0.399,desktop,gold,0
5,1,7.8,0.577,43.79,4,2.3,0.367,0.073,desktop,gold,1
36,9,10.5,0.258,368.05,0,7.5,0.21,0.434,mobile,silver,0
11,7,20.9,0.101,1456.42,1,15.7,0.188,0.839,desktop,gold,0
20,13,15.2,0.58,136.56,0,11.5,0.144,0.81,mobile,bronze,0
3,8,26.5,0.161,1734.85,0,12.8,0.467,0.892,mobile,gold,1
16,6,20.4,,196.7,0,5.8,0.254,0.646,mobile,gold,0
79,2,23.8,0.022,475.24,1,14.8,0.363,0.222,mobile,platinum,0
17,0,5.0,0.69,78.78,1,2.8,0.57,0.239,mobile,silver,0
16,0,4.4,0.715,60.23,2,3.6,0.329,,desktop,bronze,0
10,10,18.0,,307.32,1,8.0,0.223,0.726,desktop,gold,0
365,0,4.1,0.525,52.0,3,3.4,0.578,0.034,mobile,bronze,0
141,1,7.3,0.675,60.14,2,2.8,0.625,0.186,mobile,bronze,0
1,10,14.9,0.171,282.61,0,14.7,0.305,0.676,desktop,platinum,0
66,2,8.2,0.667,70.81,0,1.0,0.472,0.175,desktop,bronze,1
6,10,24.0,0.166,35.23,0,11.1,0.277,0.549,desktop,silver,0
32,0,3.5,0.819,1.85,6,4.1,0.624,0.114,desktop,bronze,1
78,0,2.8,0.883,67.79,1,2.8,0.282,0.46,desktop,silver,0
35,2,2.6,0.567,54.21,1,2.9,0.511,0.402,desktop,gold,0
119,1,0.5,0.803,150.02,2,,0.676,0.299,tablet,bronze,1
35,0,3.8,0.783,35.4,0,3.1,0.597,0.233,desktop,silver,1
4,7,16.7,0.006,67.56,0,13.4,0.279,0.402,desktop,silver,1
72,11,16.5,0.065,478.26,1,7.7,0.255,0.457,desktop,silver,0
8,7,,0.135,610.96,0,14.2,0.398,0.833,desktop,gold,0
1,2,4.5,0.83,11.82,1,5.3,0.487,0.06,mobile,bronze,0
78,2,1.2,0.855,18.72,1,2.6,0.515,0.137,mobile,platinum,0
66,2,1.3,0.393,31.28,0,5.6,0.124,0.155,desktop,silver,1
71,1,2.2,0.335,15.98,1,3.0,0.795,0.233,desktop,silver,0
22,8,22.6,,273.41,1,11.4,0.345,0.624,desktop,bronze,1
10,6,12.5,0.123,66.2,0,15.9,0.531,0.837,mobile,gold,0
39,5,13.7,0.12,461.37,0,8.6,0.096,0.744,tablet,silver,0
3,5,13.8,0.15,29.29,1,14.1,0.253,0.902,tablet,silver,0
138,1,0.5,0.759,10.71,1,4.2,0.551,0.215,mobile,bronze,1
60,11,14.2,0.042,988.63,0,9.6,0.034,0.841,mobile,gold,0
112,3,1.3,0.104,6.81,2,9.6,0.361,0.539,desktop,bronze,0
56,2,10.3,0.58,30.51,0,2.6,0.496,0.626,tablet,bronze,0
105,2,4.0,0.373,77.35,1,2.9,0.593,0.044,mobile,bronze,0
55,2,2.2,0.693,51.39,1,1.0,0.469,0.244,mobile,bronze,1
67,4,6.9,0.325,26.62,1,4.9,0.317,0.359,desktop,silver,1
6,16,13.4,0.123,997.34,0,10.2,0.228,0.703,desktop,gold,0
37,1,9.4,0.446,7.89,1,6.1,0.207,0.223,mobile,bronze,0
28,0,1.9,0.434,41.96,2,,0.646,0.004,tablet,bronze,1
24,5,22.1,0.047,,0,9.2,0.362,0.916,mobile,bronze,0
5,9,18.7,0.13,363.69,0,14.6,0.137,0.659,mobile,silver,0
1,7,15.9,0.045,681.22,0,11.9,0.279,0.648,mobile,silver,0
8,7,17.6,0.107,,0,14.5,0.319,0.601,mobile,platinum,0
156,0,0.5,0.762,31.49,4,5.0,0.737,0.524,mobile,bronze,0
23,6,8.0,0.03,94.34,1,11.9,0.511,0.479,mobile,bronze,1
258,4,1.6,0.784,8.82,1,3.1,0.33,0.066,tablet,bronze,0
4,8,11.0,0.145,244.46,0,12.8,0.281,0.731,desktop,platinum,0
51,2,14.5,0.245,218.81,1,4.4,0.399,0.524,desktop,bronze,1
3,12,23.2,0.065,32.92,1,15.8,0.098,0.905,tablet,silver,0
26,1,2.3,0.56,53.8,1,9.5,0.401,0.269,desktop,bronze,1
91,1,3.7,0.961,42.22,2,3.1,0.94,0.145,mobile,bronze,1
121,11,12.4,0.107,55.08,1,12.7,0.058,0.651,desktop,silver,0
2,0,,0.544,48.33,1,3.4,0.588,0.672,mobile,bronze,1
25,1,3.1,0.783,24.21,1,4.7,0.619,0.111,mobile,silver,1
69,3,4.1,0.716,24.93,0,2.6,0.693,0.044,mobile,silver,0
12,9,24.1,0.23,1905.63,0,6.4,0.157,0.91,mobile,silver,0
203,1,1.4,0.489,14.27,5,3.0,0.573,0.345,mobile,bronze,1
7,4,15.2,0.504,7.25,0,8.9,0.458,0.889,mobile,silver,0
8,5,13.0,0.265,243.16,1,8.6,0.535,0.18,mobile,bronze,1
29,7,23.6,0.144,5.51,1,8.8,0.445,0.631,desktop,platinum,1
193,0,2.5,0.193,75.7,1,1.0,0.538,0.155,mobile,silver,1
20,6,23.6,0.032,240.92,0,11.9,0.174,,mobile,gold,1
9,9,13.4,0.004,470.08,1,14.4,0.319,0.945,desktop,bronze,0
81,1,2.3,0.841,105.1,6,3.1,0.705,0.252,desktop,silver,1
69,6,22.4,0.049,209.7,0,14.4,0.076,0.342,desktop,gold,0
3,9,,,591.37,1,10.4,0.303,0.723,tablet,bronze,0
5,9,15.5,0.114,359.04,0,7.3,0.084,0.638,mobile,silver,0
43,1,2.3,0.545,,2,4.6,0.819,0.007,desktop,bronze,0
1,12,32.0,0.405,264.95,0,13.3,0.382,0.504,mobile,gold,1
130,1,0.5,0.792,4.76,4,2.1,0.632,0.554,desktop,silver,1
62,1,2.7,0.447,13.09,3,4.1,0.397,0.277,mobile,bronze,0
6,0,8.2,0.538,73.79,1,4.6,0.563,0.293,tablet,gold,0
8,14,12.7,0.018,138.04,0,14.0,0.325,0.492,mobile,silver,1
33,1,2.4,0.804,21.94,4,,0.676,0.053,mobile,bronze,1
22,2,2.6,0.704,24.64,5,4.1,0.795,0.228,mobile,platinum,1
90,2,4.2,0.511,41.61,2,5.5,0.627,0.149,mobile,platinum,0
41,1,2.0,0.775,34.57,1,1.0,0.702,0.062,mobile,gold,0
118,0,2.1,0.907,7.73,4,5.5,0.288,0.162,desktop,gold,0
15,1,5.4,0.554,27.13,3,1.0,0.367,0.128,mobile,bronze,1
16,10,22.5,0.004,787.5,1,13.2,0.167,,mobile,gold,0
2,9,17.3,0.016,774.93,0,11.0,0.465,0.892,tablet,gold,0
1,14,22.7,0.177,159.86,0,11.8,0.301,0.313,desktop,platinum,1
3,7,14.5,0.006,203.59,1,11.9,0.139,0.702,desktop,gold,0
325,0,2.5,0.629,79.52,4,4.8,0.545,0.406,desktop,bronze,1
37,2,4.0,,96.68,0,5.0,0.688,0.268,mobile,bronze,0
77,0,11.6,0.231,46.64,2,5.6,0.418,0.613,tablet,bronze,1
41,2,7.9,0.692,11.37,0,6.4,0.439,0.653,mobile,bronze,1
33,1,5.3,0.584,58.48,1,8.0,0.443,0.303,mobile,silver,1
31,0,12.6,0.381,46.88,2,5.6,0.743,0.431,desktop,silver,0
10,6,18.4,0.111,35.36,0,17.0,0.133,0.934,mobile,gold,1
137,0,,0.939,51.57,5,1.0,0.418,0.358,tablet,bronze,0
106,5,18.8,0.117,798.84,0,9.0,0.031,0.525,desktop,platinum,0
55,5,34.0,0.063,240.47,1,16.4,0.24,0.812,mobile,gold,1
1,5,24.8,0.047,150.66,0,17.4,0.26,0.965,desktop,silver,0
43,10,22.6,0.148,166.0,0,11.4,0.39,0.752,desktop,platinum,0
40,1,1.4,0.812,43.36,2,2.4,0.474,0.071,mobile,bronze,1
61,9,20.1,0.196,422.81,0,9.7,0.162,,mobile,bronze,1
22,0,5.1,0.328,146.87,0,6.5,0.435,0.478,mobile,bronze,1
9,7,21.5,0.267,699.65,0,8.9,0.474,0.571,tablet,silver,0
1,11,,0.038,197.1,0,12.3,0.511,0.823,mobile,platinum,0
361,2,7.7,0.534,32.26,4,3.0,0.885,0.13,mobile,silver,0
25,4,16.3,0.202,421.92,0,16.3,0.63,,mobile,silver,0
76,3,8.1,0.277,13.61,1,,0.414,0.438,desktop,bronze,1
18,10,14.4,0.256,1265.03,0,8.2,0.307,0.567,desktop,platinum,0
25,14,20.6,0.049,852.06,0,15.3,0.452,0.58,mobile,gold,0
28,11,11.0,0.232,87.98,0,10.1,0.237,0.58,desktop,gold,0
6,6,16.6,0.157,47.69,0,15.4,0.268,0.533,desktop,gold,0
208,1,6.3,0.845,18.48,2,1.8,0.35,0.18,mobile,gold,1
1,8,19.0,0.031,20.14,0,10.9,0.089,0.754,mobile,silver,0
8,9,26.4,0.059,1134.27,0,8.0,0.699,0.756,desktop,platinum,1
5,7,18.4,0.478,722.72,2,13.3,0.411,0.849,desktop,platinum,1
1,12,23.4,0.258,1258.32,0,,0.146,0.84,mobile,gold,0
75,1,7.7,0.598,58.44,1,3.5,0.575,0.573,desktop,bronze,0
58,1,4.3,0.601,54.64,3,5.0,0.621,0.678,mobile,silver,0
22,3,11.2,0.562,77.53,1,8.5,0.599,0.609,desktop,bronze,0
183,0,5.9,0.751,129.17,0,3.1,0.715,0.036,mobile,bronze,1
15,10,17.0,0.125,6.1,0,9.7,0.64,,desktop,gold,0
16,0,4.5,0.717,93.48,0,4.4,0.777,0.228,desktop,bronze,1
15,4,13.4,0.243,,0,10.3,0.391,0.344,tablet,bronze,0
2,5,18.6,0.002,439.68,1,11.9,0.199,0.716,mobile,gold,0
56,1,4.6,0.601,50.84,2,4.7,0.921,0.141,mobile,silver,1
1,6,22.8,0.117,1039.14,0,10.7,0.299,0.495,mobile,gold,0
246,4,7.3,0.371,65.06,1,3.7,0.3,0.195,desktop,bronze,0
138,2,1.8,0.475,156.66,3,2.0,0.832,0.081,mobile,bronze,0
16,1,,0.262,1249.58,0,7.3,0.148,0.665,desktop,silver,0
23,4,12.9,0.016,474.21,0,11.2,0.096,0.653,mobile,silver,0
15,8,26.6,0.083,620.27,1,11.9,0.54,0.67,desktop,gold,0
194,0,,0.958,81.75,1,5.5,0.753,0.046,tablet,bronze,1
79,1,0.5,0.742,23.56,7,3.4,0.906,0.015,tablet,bronze,1
42,1,1.8,0.461,9.1,3,4.4,0.458,0.061,mobile,silver,1
121,2,0.5,0.851,45.0,1,1.5,0.496,0.093,mobile,bronze,0
40,2,0.5,0.908,11.65,6,1.8,0.648,0.046,mobile,silver,0
28,9,12.9,0.176,,0,13.9,0.178,0.382,mobile,gold,0
28,2,8.6,0.522,20.18,1,6.7,0.551,0.496,desktop,gold,1
64,3,10.8,,104.13,0,9.2,0.54,,tablet,silver,1
12,12,21.7,0.282,851.52,0,9.5,0.207,0.428,mobile,bronze,0
1,1,0.5,0.454,77.52,3,4.7,0.386,0.015,tablet,bronze,1
19,3,4.8,0.448,38.78,0,5.3,0.9,0.012,desktop,bronze,1
2,7,,0.062,778.5,1,10.3,0.166,0.506,mobile,silver,0
365,1,6.1,0.885,64.28,0,2.4,0.729,0.121,mobile,silver,0
14,10,20.0,0.017,288.92,0,14.5,0.182,0.891,desktop,silver,0
37,8,13.4,0.016,1386.07,1,14.8,0.36,0.83,mobile,gold,0
5,9,19.7,0.193,541.14,0,9.7,0.062,0.817,desktop,platinum,1
54,8,16.6,0.092,400.51,0,14.6,0.254,0.745,mobile,gold,0
10,0,9.5,0.29,81.39,0,5.6,0.868,0.54,desktop,silver,0
63,10,26.2,0.191,220.47,1,12.5,0.347,0.846,desktop,silver,0
36,6,17.0,0.166,320.94,0,11.8,0.089,0.977,desktop,silver,0
66,2,10.5,0.414,149.05,0,6.7,0.365,0.674,tablet,gold,1
15,2,3.9,0.367,89.55,2,6.5,0.221,0.279,mobile,silver,1
16,5,,0.112,129.58,0,15.2,0.178,0.585,tablet,platinum,0
16,12,12.2,0.046,470.32,0,13.1,0.19,,mobile,platinum,0
37,11,15.4,0.06,586.34,1,10.4,0.169,0.613,mobile,gold,0
87,1,10.8,0.581,80.41,1,5.7,0.532,0.38,tablet,bronze,1
85,1,10.5,0.494,150.88,0,,0.25,0.201,mobile,silver,1
103,0,0.5,0.89,,2,3.1,0.593,0.237,mobile,bronze,1
4,12,13.8,0.405,1529.49,0,14.3,0.393,0.478,mobile,gold,0
1,7,17.4,0.36,,0,11.2,0.21,0.619,desktop,gold,0
14,10,24.9,0.083,774.47,0,15.3,0.167,0.822,desktop,gold,1
331,1,3.6,0.906,,2,1.8,0.832,0.065,tablet,platinum,0
102,0,10.5,0.359,190.64,1,7.2,0.403,0.779,desktop,silver,1
14,9,24.8,0.144,11.02,0,11.0,0.369,0.826,desktop,platinum,0
23,2,5.6,0.784,20.8,3,2.2,0.533,0.151,mobile,bronze,1
50,2,15.4,0.493,82.28,1,7.5,0.372,0.676,desktop,bronze,1
36,9,17.7,0.099,193.55,0,16.9,0.155,0.798,mobile,gold,1
3,10,21.5,0.009,238.76,0,11.3,0.332,0.72,mobile,gold,0
38,13,13.6,0.201,117.18,0,16.9,0.496,0.554,desktop,gold,1
22,0,0.5,0.677,90.89,1,3.6,0.598,0.141,mobile,bronze,1
3,7,23.6,0.229,236.13,0,11.3,0.701,0.774,desktop,gold,0
1,1,6.8,0.728,16.63,1,6.3,0.216,0.4,mobile,gold,0
52,6,14.7,0.127,281.38,0,16.8,0.129,0.434,mobile,platinum,0
57,1,0.8,0.824,10.74,2,3.3,0.666,0.012,mobile,bronze,1
84,2,0.5,0.88,10.48,2,2.1,0.48,0.098,mobile,bronze,1
99,2,2.5,0.62,15.34,3,3.0,0.685,0.234,mobile,bronze,1
45,3,6.3,0.466,61.58,5,2.0,0.462,0.003,desktop,bronze,0
36,10,20.8,0.186,265.14,0,13.9,0.397,0.746,tablet,gold,0
8,6,11.3,0.319,387.36,2,9.6,0.155,0.902,tablet,platinum,0
11,9,19.0,0.019,456.41,0,15.7,0.594,0.882,desktop,gold,0
25,1,1.4,0.984,14.02,4,3.0,0.82,0.156,desktop,gold,1
12,1,3.2,0.865,96.78,0,4.0,0.413,0.036,desktop,silver,0
273,2,2.6,0.94,99.73,4,2.5,0.48,0.103,desktop,silver,0
51,1,2.7,0.421,37.18,4,2.7,0.703,0.042,mobile,silver,0
39,2,9.9,0.794,42.37,1,8.8,0.128,0.694,mobile,bronze,1
53,1,4.4,0.572,36.35,3,3.5,0.629,0.127,mobile,gold,1
25,10,17.3,0.043,2.91,0,14.7,0.197,0.409,desktop,gold,0
106,1,2.0,0.928,,3,2.8,0.596,0.028,tablet,bronze,1
89,0,4.3,0.74,35.16,1,5.5,0.479,0.402,mobile,bronze,1
1,9,15.2,0.089,220.44,0,12.9,0.292,0.504,desktop,silver,0
11,7,10.3,0.33,714.2,0,13.4,0.147,0.763,mobile,gold,0
191,1,4.4,0.447,22.89,1,1.0,0.584,0.034,mobile,bronze,1
107,4,,0.287,33.63,3,1.3,0.571,0.157,mobile,bronze,1
22,7,18.6,0.174,136.96,0,9.9,0.612,0.711,desktop,platinum,0
95,2,2.3,0.92,85.47,3,1.0,0.299,0.241,desktop,bronze,0
145,0,1.3,0.821,8.77,5,3.4,0.58,,desktop,bronze,1
10,2,7.0,0.618,9.35,0,7.1,0.5,0.394,mobile,gold,0
73,15,16.8,0.212,666.32,0,9.1,0.475,0.348,tablet,gold,1
65,7,18.1,0.079,87.07,0,11.3,0.275,0.658,mobile,gold,1
5,6,12.1,0.147,198.27,0,8.5,0.228,0.688,mobile,bronze,0
2,12,21.1,0.122,171.37,0,16.2,0.131,0.687,desktop,silver,0
3,8,22.7,0.086,681.86,0,11.5,0.357,0.719,mobile,silver,0
24,10,18.7,0.418,1657.43,0,11.1,0.053,0.863,mobile,silver,0
25,11,14.9,0.033,20.01,0,12.0,0.304,0.736,mobile,gold,0
132,1,2.1,0.807,11.91,2,5.1,0.577,0.167,mobile,gold,1
8,7,17.9,,315.88,0,10.6,0.416,0.658,desktop,platinum,0
3,11,14.3,0.039,340.31,1,13.2,0.194,0.615,mobile,platinum,0
7,2,9.8,0.436,27.77,1,1.9,0.451,0.407,mobile,silver,0
13,13,23.4,0.126,317.14,0,19.6,0.238,0.662,desktop,gold,0
26,8,21.6,0.177,1131.47,1,15.8,0.215,0.707,tablet,platinum,1
365,2,0.5,0.823,233.85,1,5.2,0.733,0.041,mobile,silver,1
8,14,20.3,0.387,236.36,0,10.5,0.246,0.744,mobile,platinum,1
116,1,5.2,0.819,83.01,2,1.0,0.326,0.057,mobile,bronze,0
4,8,19.7,0.253,421.84,0,12.4,0.168,0.849,desktop,silver,0
235,1,2.2,0.864,107.53,5,4.9,0.382,,mobile,bronze,1
1,6,29.0,0.182,527.24,0,11.8,0.273,0.671,desktop,silver,0
365,0,1.6,0.833,3.39,3,3.1,0.604,0.344,mobile,platinum,1
1,8,24.2,0.055,314.19,1,8.2,0.058,0.601,desktop,silver,0
21,3,9.8,0.427,78.8,0,6.3,0.294,0.777,desktop,bronze,1
10,1,2.1,0.794,10.07,4,2.5,0.291,0.101,mobile,bronze,1
7,6,16.5,0.174,573.1,1,10.7,0.227,0.889,desktop,silver,1
22,7,20.2,0.316,335.57,1,12.7,0.095,0.509,mobile,bronze,0
2,0,2.6,0.723,110.13,5,,0.484,,desktop,bronze,1
17,8,0.5,0.07,,0,9.8,0.546,0.67,mobile,platinum,0
1,1,1.9,0.657,20.86,1,1.0,0.489,0.462,desktop,bronze,0
1,9,11.0,0.14,160.2,0,4.9,0.746,0.735,desktop,gold,0
26,13,12.3,0.024,348.55,0,14.1,0.2,0.834,mobile,gold,0
63,8,16.2,,127.42,0,9.4,0.493,0.691,mobile,platinum,1
39,8,14.1,0.568,88.44,1,14.1,0.291,0.314,desktop,gold,1
50,1,2.5,0.876,51.45,1,2.7,0.541,0.135,desktop,bronze,1
13,1,0.5,0.431,11.68,5,1.0,0.52,0.191,mobile,silver,1
3,6,19.6,0.022,251.76,0,12.9,0.214,0.611,desktop,platinum,1
18,5,16.6,0.213,1197.45,0,13.0,0.437,0.896,desktop,gold,0
69,2,8.0,0.166,79.68,1,7.2,0.165,0.602,desktop,silver,0
66,4,13.0,0.655,218.73,0,,0.703,0.308,mobile,bronze,1
9,2,8.6,0.587,4.13,1,8.1,0.715,0.16,mobile,bronze,1
23,9,,0.172,115.74,0,19.0,0.426,0.726,desktop,gold,0
10,5,27.4,0.424,761.04,0,11.2,0.6,0.767,mobile,bronze,0
38,10,21.1,0.111,500.84,1,,0.063,,desktop,platinum,0
29,5,30.5,0.355,323.65,0,19.3,0.1,0.491,desktop,platinum,0
365,2,2.6,0.434,171.52,3,4.3,0.593,0.493,desktop,bronze,0
5,1,10.3,0.263,62.5,2,4.2,0.698,0.209,mobile,gold,0
38,2,9.1,0.576,85.36,0,3.3,0.454,0.835,desktop,bronze,0
16,4,25.7,0.247,705.1,1,10.6,0.444,0.391,mobile,bronze,0
225,2,1.0,0.626,34.08,4,1.0,0.84,0.126,mobile,platinum,0
42,13,18.7,0.273,319.35,0,10.9,0.483,0.564,desktop,gold,0
219,3,9.5,0.568,108.67,1,8.0,0.103,,desktop,silver,1
105,1,5.9,0.232,7.43,0,9.0,0.371,0.638,desktop,gold,1
85,4,0.5,0.481,3.75,1,3.6,0.804,0.11,tablet,bronze,1
365,0,4.2,0.898,25.63,5,4.4,0.733,0.186,mobile,platinum,0
35,2,12.1,0.546,19.18,1,5.4,0.417,0.325,mobile,bronze,0
15,8,19.5,0.057,532.12,0,19.2,0.357,0.872,mobile,bronze,0
1,10,21.4,0.337,390.04,0,10.0,0.476,0.593,mobile,gold,0
107,0,7.7,0.568,42.25,1,4.4,0.36,0.463,mobile,bronze,0
220,2,5.8,0.75,6.58,3,2.3,0.323,0.279,desktop,bronze,0
70,7,22.0,0.127,1288.5,0,11.1,0.297,0.461,desktop,silver,0
124,0,3.8,0.719,,3,1.9,0.832,0.077,mobile,silver,0
8,8,17.4,0.475,229.23,0,12.3,0.268,0.756,desktop,silver,0
82,0,7.4,0.276,21.17,1,8.4,0.415,0.613,mobile,gold,0
14,7,16.1,0.185,394.51,0,13.5,0.456,0.649,desktop,gold,0
12,0,7.5,0.512,35.49,1,3.6,0.486,0.171,mobile,silver,0
15,9,29.0,0.393,528.01,0,13.6,0.377,0.384,desktop,bronze,0
36,5,,0.129,1325.42,0,7.5,0.198,0.713,mobile,gold,0
4,0,2.4,0.506,44.21,3,3.7,0.217,0.186,mobile,silver,0
20,8,18.6,0.303,964.84,0,11.8,0.129,0.909,mobile,bronze,0
15,2,23.9,0.187,,1,14.1,0.106,0.9,mobile,bronze,0
49,1,,0.57,,3,3.5,0.561,0.034,desktop,platinum,0
53,11,24.4,0.198,487.66,0,,0.328,0.561,desktop,gold,0
14,4,19.5,0.02,254.38,0,11.7,0.26,0.794,mobile,silver,0
7,9,20.6,0.087,9.04,0,17.5,0.459,0.779,mobile,gold,0
12,1,14.8,0.026,279.12,1,11.6,0.422,0.778,tablet,silver,0
4,7,20.5,0.05,724.11,0,9.2,0.213,0.751,desktop,silver,0
111,2,3.6,0.54,20.81,4,4.3,0.772,0.175,mobile,bronze,0
60,1,3.3,0.945,100.2,4,1.0,0.48,0.388,mobile,silver,1
2,9,15.8,0.0,397.92,0,7.3,0.024,0.691,desktop,gold,0
4,5,21.5,0.198,211.94,0,,0.303,0.307,desktop,platinum,0
164,0,1.9,0.82,74.19,4,3.1,0.578,0.2,tablet,gold,0
71,2,6.6,0.807,127.92,2,6.8,0.317,0.045,desktop,gold,0
16,5,16.6,0.066,130.35,0,17.3,0.366,0.58,mobile,platinum,0
22,6,25.8,0.066,516.93,1,12.4,0.599,0.812,mobile,gold,1
142,0,,0.748,4.98,8,,0.464,0.051,mobile,gold,0
16,4,27.0,0.246,446.92,1,13.2,0.37,0.763,desktop,silver,0
11,8,11.2,0.011,564.02,0,15.0,0.224,0.701,desktop,silver,0
21,8,17.2,0.15,235.03,2,13.0,0.393,0.554,desktop,platinum,0
1,6,27.8,0.086,776.94,0,14.7,0.556,0.393,mobile,gold,0
54,4,9.1,0.364,14.56,0,6.0,0.357,0.706,desktop,silver,1
7,7,11.8,,256.5,0,13.9,0.25,0.678,mobile,gold,0
239,1,0.7,0.79,47.64,2,1.6,0.808,0.163,mobile,silver,1
64,9,9.3,0.211,38.72,1,11.1,0.483,0.437,mobile,bronze,0
4,6,29.7,0.133,1298.0,1,10.4,0.639,0.729,desktop,bronze,0
7,8,17.1,0.078,1010.13,0,12.5,0.244,0.547,tablet,silver,1
194,0,3.4,0.544,15.0,4,2.1,0.47,0.148,desktop,platinum,1
67,2,2.4,0.795,60.32,3,2.2,0.243,0.016,mobile,bronze,0
29,4,8.0,0.598,115.4,2,6.1,0.742,0.706,mobile,bronze,1
27,7,24.4,0.075,285.97,0,16.0,0.45,0.364,mobile,bronze,0
87,0,6.2,0.514,124.52,0,1.3,0.196,0.388,desktop,bronze,0
7,7,15.6,0.427,35.33,0,12.2,0.418,0.744,tablet,silver,0
9,8,18.0,0.049,425.37,1,11.2,0.098,0.447,desktop,gold,0
8,7,15.4,0.026,1672.46,1,11.5,0.426,0.815,mobile,platinum,0
56,1,4.6,0.496,133.72,1,7.0,0.331,0.652,desktop,bronze,0
1,9,20.1,0.006,1090.5,0,14.0,0.139,0.547,desktop,gold,0
7,7,16.2,0.118,17.08,0,11.7,0.411,0.23,desktop,bronze,0
75,1,4.0,,10.76,4,3.5,0.607,0.166,mobile,platinum,0
16,7,29.2,0.07,679.01,0,5.3,0.156,0.488,desktop,silver,0
